Given Name,Amount,Position
"ALEXANDER","9","=107"
"BEVAN","9","=107"
"BRONTE","9","=107"
"CRAIG","9","=107"
"EDWIN","9","=107"
"GILBERT","9","=107"
"GRANT","9","=107"
"JEFFERY","9","=107"
"LANCE","9","=107"
"RODGER","9","=107"
"ROY","9","=107"
"ALFRED","8","=118"
"DEANE","8","=118"
"KYM","8","=118"
"LYNTON","8","=118"
"ROLAND","8","=118"
"VINCENT","8","=118"
"BRADLEY","7","=124"
"DARRELL","7","=124"
"DUDLEY","7","=124"
"GLENN","7","=124"
"GRANTLEY","7","=124"
"JON","7","=124"
"JOSEPH","7","=124"
"NIGEL","7","=124"
"OWEN","7","=124"
"CHESTER","6","=133"
"CYRIL","6","=133"
"EUGENE","6","=133"
"GAVIN","6","=133"
"JONATHAN","6","=133"
"LEO","6","=133"
"LYALL","6","=133"
"STUART","6","=133"
"TERRANCE","6","=133"
"ANTONIO","5","=142"
"ASHLEIGH","5","=142"
"ASHLEY","5","=142"
"GARTH","5","=142"
"HARRY","5","=142"
"HENRY","5","=142"
"KELVIN","5","=142"
"MORRIS","5","=142"
"WARWICK","5","=142"
"CECIL","4","=151"
"CLAUDE","4","=151"
"CLIVE","4","=151"
"DANIEL","4","=151"
"DON","4","=151"
"ERNEST","4","=151"
"GRAHAME","4","=151"
"HEDLEY","4","=151"
"LEITH","4","=151"
"LENARD","4","=151"
"LEWIS","4","=151"
"LLOYD","4","=151"
"LYLE","4","=151"
"LYNN","4","=151"
"MAX","4","=151"
"MELVILLE","4","=151"
"RODERICK","4","=151"
"SAMUEL","4","=151"
"SIMON","4","=151"
"VERNON","4","=151"
"VIVIAN","4","=151"
"WILFRED","4","=151"
"ANTONY","3","=173"
"ARNOLD","3","=173"
"BEVERLEY","3","=173"
"BRENDON","3","=173"
"BYRON","3","=173"
"CLARENCE","3","=173"
"CLEM","3","=173"
"CLEMENT","3","=173"
"CLYDE","3","=173"
"DALE","3","=173"
"DARCY","3","=173"
"DARREL","3","=173"
"DARROL","3","=173"
"DAVID","3","=173"
"DENE","3","=173"
"EDMUND","3","=173"
"GARRIE","3","=173"
"HUGH","3","=173"
"JAY","3","=173"
"KENT","3","=173"
"LANCELOT","3","=173"
"LEE","3","=173"
"LEIGH","3","=173"
"LIONEL","3","=173"
"LYNDON","3","=173"
"MILTON","3","=173"
"NICHOLAS","3","=173"
"RAOUL","3","=173"
"ROYCE","3","=173"
"SIDNEY","3","=173"
"STEVEN","3","=173"
"SYDNEY","3","=173"
"THEO","3","=173"
"VITO","3","=173"
"WESLEY","3","=173"
"ALEC","2","=208"
"ALWIN","2","=208"
"ANTHONEY","2","=208"
"ARCHIBALD","2","=208"
"BEVIN","2","=208"
"BRENDAN","2","=208"
"BRENDEN","2","=208"
"BRYCE","2","=208"
"CAMPBELL","2","=208"
"CORNELIUS","2","=208"
"D'ARCY","2","=208"
"DAMIAN","2","=208"
"DAMIEN","2","=208"
"DAN","2","=208"
"DAWN","2","=208"
"DAYLE","2","=208"
"DOMENICO","2","=208"
"DUNCAN","2","=208"
"ELIZABETH","2","=208"
"ELMOR","2","=208"
"EVAN","2","=208"
"GRANTLY","2","=208"
"GUY","2","=208"
"HARTLEY","2","=208"
"HAYDEN","2","=208"
"HAYDN","2","=208"
"HAYDON","2","=208"
"HORACE","2","=208"
"HURTLE","2","=208"
"JACK","2","=208"
"JAN","2","=208"
"JIM","2","=208"
"KEVYN","2","=208"
"LACHLAN","2","=208"
"MARSHALL","2","=208"
"MOSTYN","2","=208"
"NEWTON","2","=208"
"OLIVER","2","=208"
"OSCAR","2","=208"
"PETER","2","=208"
"RANDOLPH","2","=208"
"RAY","2","=208"
"ROBYN","2","=208"
"ROWLAND","2","=208"
"SAVAS","2","=208"
"SERGIO","2","=208"
"SPENCER","2","=208"
"STANFORD","2","=208"
"STEWART","2","=208"
"STIRLING","2","=208"
"TONY","2","=208"
"TREVA","2","=208"
"VINCENZO","2","=208"
"AGIOLINO","1","=261"
"AINSLEIGH","1","=261"
"ALASTAIR","1","=261"
"ALICK","1","=261"
"ALISTAIR","1","=261"
"ALVIN","1","=261"
"ALWYN","1","=261"
"ANGUS","1","=261"
"ANNE","1","=261"
"ANTON","1","=261"
"ARCHIE","1","=261"
"ASHLY","1","=261"
"AUBREY","1","=261"
"AUGUSTINE","1","=261"
"BADEN","1","=261"
"BARRY","1","=261"
"BARTOLOMIO","1","=261"
"BASELEY","1","=261"
"BASIL","1","=261"
"BAYDEN","1","=261"
"BENTLEY","1","=261"
"BENYETOR","1","=261"
"BEVIS","1","=261"
"BILL","1","=261"
"BINDON","1","=261"
"BLAIR","1","=261"
"BOGDAN","1","=261"
"BRANDON","1","=261"
"BRETT","1","=261"
"BREYTEN","1","=261"
"BRIEN","1","=261"
"BRYON","1","=261"
"CAMERON","1","=261"
"CAREY","1","=261"
"CHRISTINE","1","=261"
"CLAUD","1","=261"
"CLEVE","1","=261"
"CLIFTON","1","=261"
"COSMO","1","=261"
"DAIVD","1","=261"
"DALTON","1","=261"
"DANILO","1","=261"
"DANNY","1","=261"
"DARRYL","1","=261"
"DARYEL","1","=261"
"DARYLL","1","=261"
"DAWSON","1","=261"
"DEMETRIOS","1","=261"
"DEREK","1","=261"
"DERRELL","1","=261"
"DERRICK","1","=261"
"DERWYN","1","=261"
"DEXTER","1","=261"
"DIAN","1","=261"
"DIGBY","1","=261"
"DIMITRIS","1","=261"
"DOMENIC","1","=261"
"DONOVAN","1","=261"
"EAN","1","=261"
"EDMON","1","=261"
"EDMOND","1","=261"
"EDWARD","1","=261"
"EITAN","1","=261"
"ELLIOTT","1","=261"
"ELSON","1","=261"
"ELWYN","1","=261"
"EMANOUIL","1","=261"
"EMILIO","1","=261"
"ENZO","1","=261"
"EOIN","1","=261"
"ESMOND","1","=261"
"EVELYN","1","=261"
"EVERARD","1","=261"
"EVERETT","1","=261"
"EWEN","1","=261"
"FELICE","1","=261"
"FERDINANDO","1","=261"
"FLINDERS","1","=261"
"FRANCES","1","=261"
"FRANKLYN","1","=261"
"FRASER","1","=261"
"FREDRICK","1","=261"
"GARREN","1","=261"
"GAVAN","1","=261"
"GEFFREY","1","=261"
"GEOFFERY","1","=261"
"GERARD","1","=261"
"GIOACHINO","1","=261"
"GIOVANNI","1","=261"
"GIUSEPPE","1","=261"
"GLASSON","1","=261"
"GLYNN","1","=261"
"GRAE","1","=261"
"GUERIN","1","=261"
"GUERNO","1","=261"
"GUISEPPE","1","=261"
"GWENETH","1","=261"
"HADYN","1","=261"
"HAMILTON","1","=261"
"HAMISH","1","=261"
"HARVEY","1","=261"
"HARVIE","1","=261"
"HERBERT","1","=261"
"HILTON","1","=261"
"HUBERT","1","=261"
"IVOR","1","=261"
"JANE","1","=261"
"JANET","1","=261"
"JASON","1","=261"
"JEFFICE","1","=261"
"JEFFRY","1","=261"
"JEREMY","1","=261"
"JEROME","1","=261"
"JOANNE","1","=261"
"JOHANN","1","=261"
"JOHN","1","=261"
"JOHNNY","1","=261"
"JONATHON","1","=261"
"JONOTHAN","1","=261"
"JUDITH","1","=261"
"JULIAN","1","=261"
"JULIEN","1","=261"
"JUSTIN","1","=261"
"KEIRAN","1","=261"
"KELSEY","1","=261"
"KELVEN","1","=261"
"KERIN","1","=261"
"KEVEN","1","=261"
"KEVIN","1","=261"
"KIM","1","=261"
"KINGSFORD","1","=261"
"KINGSLEY","1","=261"
"KLAUS","1","=261"
"KLAUS","1","=261"
"KONSTANTINOS","1","=261"
"KYM","1","=261"
"KYMPTON","1","=261"
"LARRY","1","=261"
"LAURIE","1","=261"
"LEICESTER","1","=261"
"LEIGHTON","1","=261"
"LESLEY","1","=261"
"LESTER","1","=261"
"LINDEN","1","=261"
"LINDLEY","1","=261"
"LINTON","1","=261"
"LLEWELLYN","1","=261"
"LORIN","1","=261"
"LOUIS","1","=261"
"LUXMORE","1","=261"
"LYNDEN","1","=261"
"LYNDSAY","1","=261"
"LYNNDEN","1","=261"
"MAC","1","=261"
"MALEN","1","=261"
"MARCUS","1","=261"
"MARGARET","1","=261"
"MARIE","1","=261"
"MARIO","1","=261"
"MARIS","1","=261"
"MARY","1","=261"
"MATTHEW","1","=261"
"MAXIMILIAN","1","=261"
"MAXMILLIAN","1","=261"
"MELANIE","1","=261"
"MELVIN","1","=261"
"MERVIN","1","=261"
"MICHALE","1","=261"
"MICHELE","1","=261"
"MICK","1","=261"
"MIETON","1","=261"
"MITCHELL","1","=261"
"MONTE","1","=261"
"MORYN","1","=261"
"NEAL","1","=261"
"NED","1","=261"
"NELSON","1","=261"
"NICOLO","1","=261"
"NIELL","1","=261"
"NORRIE","1","=261"
"PAMELA","1","=261"
"PANTALEO","1","=261"
"PATTI","1","=261"
"PENTON","1","=261"
"PERCY","1","=261"
"PERRY","1","=261"
"PETE","1","=261"
"PIETER","1","=261"
"PITRE","1","=261"
"QUENTIN","1","=261"
"RAEBURN","1","=261"
"RAFEEK","1","=261"
"RALPH","1","=261"
"RAMON","1","=261"
"RANFORD","1","=261"
"RAYMON","1","=261"
"REECE","1","=261"
"REGE","1","=261"
"RENFREY","1","=261"
"REVEL","1","=261"
"REVELL","1","=261"
"ROBBIE","1","=261"
"ROCCO","1","=261"
"ROLLAND","1","=261"
"ROMEO","1","=261"
"RON","1","=261"
"RONALD","1","=261"
"RONAN","1","=261"
"ROSINA","1","=261"
"SAM","1","=261"
"SELWYN","1","=261"
"SHANE","1","=261"
"SHIRLEY","1","=261"
"STANFORD","1","=261"
"STANTON","1","=261"
"STEFANO","1","=261"
"STEPAS","1","=261"
"STEPNEY","1","=261"
"SUSAN","1","=261"
"TADEUSZ","1","=261"
"TERANCE","1","=261"
"TERANE","1","=261"
"TERROL","1","=261"
"THEODOR","1","=261"
"THEODORE","1","=261"
"THEOFANIS","1","=261"
"TRACY","1","=261"
"TRAVIS","1","=261"
"TRAVISS","1","=261"
"TRENT","1","=261"
"TREVIN","1","=261"
"TYRONE","1","=261"
"UNANMED","1","=261"
"VASILIOU","1","=261"
"VAUGHAN","1","=261"
"VERDUN","1","=261"
"VITONOFRIO","1","=261"
"WARD","1","=261"
"WARRAN","1","=261"
"WATSON","1","=261"
"WEMBRY","1","=261"
"WILLIAM","1","=261"
"WINTON","1","=261"
"WYATT","1","=261"
"WYNSTON","1","=261"
"JOHN","611","1"
"ROBERT","546","2"
"PETER","494","3"
"DAVID","308","4"
"BRIAN","237","=5"
"GRAHAM","237","=5"
"TREVOR","227","7"
"MICHAEL","192","8"
"BARRY","178","9"
"IAN","175","10"
"RICHARD","174","11"
"GEOFFREY","167","12"
"WILLIAM","153","13"
"KEVIN","143","14"
"ANTHONY","133","15"
"RONALD","125","16"
"MALCOLM","123","17"
"RAYMOND","121","18"
"CHRISTOPHER","119","19"
"DENNIS","116","20"
"COLIN","109","=21"
"JAMES","109","=21"
"KENNETH","103","23"
"ROGER","99","24"
"ALAN","85","25"
"ALLAN","84","26"
"RODNEY","83","27"
"WAYNE","78","28"
"JEFFREY","75","29"
"DONALD","74","30"
"PAUL","72","31"
"GARY","66","32"
"DOUGLAS","64","33"
"PHILIP","61","34"
"BRUCE","60","35"
"TERENCE","55","36"
"DEAN","52","=37"
"DESMOND","52","=37"
"DARRYL","51","39"
"PHILLIP","50","40"
"ANDREW","48","41"
"NEVILLE","45","42"
"MAXWELL","43","=43"
"TERRY","43","=43"
"THOMAS","43","=43"
"GREGORY","42","=46"
"LESLIE","42","=46"
"GRAEME","41","48"
"DARYL","40","49"
"KEITH","37","=50"
"LEONARD","37","=50"
"NEIL","37","=50"
"ADRIAN","36","=53"
"GARRY","36","=53"
"BRENTON","34","55"
"EDWARD","32","56"
"ROSS","31","=57"
"RUSSELL","31","=57"
"LEON","30","59"
"STEPHEN","29","60"
"GORDON","28","=61"
"ROBIN","28","=61"
"GEORGE","27","=63"
"NOEL","27","=63"
"DENIS","26","=65"
"ERIC","26","=65"
"MURRAY","26","=65"
"UNNAMED","26","=65"
"KYM","25","69"
"WARREN","23","70"
"FREDERICK","22","=71"
"NORMAN","22","=71"
"ALLEN","21","=73"
"PATRICK","21","=73"
"ARTHUR","20","=75"
"FRANCIS","20","=75"
"CHARLES","19","=77"
"LINDSAY","19","=77"
"MERVYN","18","79"
"GLEN","17","=80"
"LAWRENCE","17","=80"
"REX","17","=80"
"IVAN","16","=83"
"MARK","16","=83"
"MAURICE","16","=83"
"REGINALD","16","=83"
"STANLEY","16","=83"
"GERALD","15","=88"
"TIMOTHY","15","=88"
